Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints,Year
235,Patrick Peterson,ARI,CB,16,45,9,2.0,1.0,0.0,1,5,2,0,1,0,4.3,68.5,2018
236,Adarius Taylor,TB,OLB,15,41,19,3.5,1.0,1.0,1,5,1,1,0,0,4.5,68.1,2018
237,Captain Munnerlyn,CAR,DB,16,38,9,3.5,2.0,10.0,2,9,1,0,1,0,4.2,68.0,2018
237,Kawann Short,CAR,DT,14,29,13,13.5,3.0,20.0,7,1,0,1,0,0,4.9,68.0,2018
239,Kenny Vaccaro,TEN,SS,13,41,17,3.0,2.0,2.0,4,4,1,0,0,0,5.2,67.7,2018
240,Jack Crawford,ATL,DT,16,21,14,9.5,5.5,30.0,9,1,1,1,0,0,4.2,67.5,2018
241,Lorenzo Carter,NYG,OLB,15,30,13,7.0,4.0,19.0,10,4,0,0,0,0,4.5,67.4,2018
242,Gerald McCoy,TB,DT,14,17,11,7.5,6.0,31.5,21,1,0,0,0,0,4.8,67.15,2018
243,Margus Hunt,IND,NT,15,22,8,13.5,5.0,26.0,7,2,0,1,1,0,4.5,67.1,2018
244,Rashaan Melvin,OAK,CB,14,52,4,1.0,0.0,0.0,0,9,1,0,0,0,4.8,67.0,2018
244,Xavien Howard,MIA,CB,12,25,10,1.0,0.0,0.0,0,12,7,0,1,0,5.6,67.0,2018
244,Justin Evans,TB,SS,10,43,16,2.0,0.0,0.0,0,2,1,0,1,1,6.7,67.0,2018
247,Brandon Copeland,NYJ,OLB,16,24,11,7.5,5.0,39.0,14,2,0,0,0,0,4.2,66.9,2018
247,Adam Gotsis,DEN,DE,16,25,13,5.5,3.0,19.0,7,6,0,2,1,0,4.2,66.9,2018
249,Michael Thomas,NYG,SS,16,40,17,2.5,1.0,8.0,1,6,2,0,0,0,4.2,66.8,2018
250,Dante Fowler Jr,LAR,OLB,15,23,7,7.0,4.0,42.0,8,1,0,2,2,0,4.4,66.7,2018
251,Kenny Young,BAL,OLB,16,40,11,4.5,2.5,5.5,7,1,0,1,0,0,4.2,66.55,2018
252,Anthony Brown,DAL,CB,15,38,6,3.0,2.0,15.0,3,8,1,1,0,0,4.4,66.5,2018
253,Arik Armstead,SF,DT,16,33,15,6.0,3.0,19.0,12,0,0,0,0,0,4.2,66.4,2018
254,Corey Peters,ARI,DT,15,34,17,10.0,2.5,11.0,4,0,0,0,1,0,4.4,65.6,2018
255,Trumaine Johnson,NYJ,CB,10,35,5,1.0,0.0,0.0,0,5,4,1,1,1,6.6,65.5,2018
256,Randy Gregory,DAL,DE,14,19,6,7.5,6.0,18.0,16,0,0,1,1,0,4.7,65.3,2018
257,Marcus Gilchrist,OAK,FS,16,40,18,1.0,0.0,0.0,0,6,3,0,0,0,4.1,65.0,2018
257,Micah Hyde,BUF,SS,15,41,17,1.5,0.0,0.0,0,5,2,0,1,0,4.3,65.0,2018
257,Fabian Moreau,WAS,CB,16,37,21,0.5,0.0,0.0,0,5,1,3,0,0,4.1,65.0,2018
260,Elandon Roberts,NE,LB,16,31,34,8.0,1.0,7.0,2,4,0,0,0,0,4.0,64.7,2018
261,Tre'Davious White,BUF,CB,16,44,10,1.5,0.0,0.0,0,8,2,0,0,0,4.0,64.5,2018
262,Shaq Lawson,BUF,DE,14,18,12,7.5,4.0,18.0,11,6,0,2,0,0,4.6,64.3,2018
263,Emmanuel Ogbah,CLE,DE,14,24,16,5.5,3.0,13.5,8,8,0,0,1,0,4.6,63.85,2018
264,Everson Griffen,MIN,DE,11,23,10,6.5,5.5,39.5,13,1,0,0,0,0,5.8,63.45,2018
265,Derek Wolfe,DEN,DE,16,31,12,4.0,1.5,13.5,6,6,1,0,1,0,4.0,63.35,2018
266,Tyrone Crawford,DAL,DT,15,17,17,7.0,5.5,28.0,12,2,0,1,0,0,4.2,63.3,2018
267,Mark Barron,LAR,ILB,12,43,17,3.5,1.0,10.0,1,1,0,1,0,0,5.2,63.0,2018
267,Takk McKinley,ATL,DE,15,16,6,8.5,7.5,55.0,15,0,0,0,0,0,4.2,63.0,2018
267,Jordan Evans,CIN,OLB,14,40,21,1.5,1.5,0.0,2,3,1,0,0,0,4.5,63.0,2018
270,Bene' Benwikere,OAK,CB,15,41,13,2.5,0.5,7.5,1,4,1,1,0,0,4.2,62.75,2018
271,Antone Exum,SF,SS,15,34,6,2.0,1.0,6.0,2,7,1,1,0,1,4.2,62.6,2018
272,Dean Lowry,GB,DE,16,31,14,5.0,3.0,23.0,5,3,0,0,1,0,3.9,62.3,2018
273,Marcus Peters,LAR,CB,16,33,10,0.0,0.0,0.0,1,8,3,0,0,1,3.9,62.0,2018
274,Corey Graham,PHI,FS,13,43,13,1.0,0.0,0.0,0,5,1,0,1,0,4.7,61.5,2018
274,Tashaun Gipson,JAX,SS,16,44,10,1.5,0.0,0.0,1,7,1,0,0,0,3.8,61.5,2018
274,Marquel Lee,OAK,OLB,16,36,32,3.5,0.0,0.0,3,3,0,0,0,0,3.8,61.5,2018
274,Xavier Woods,DAL,FS,14,38,17,0.0,0.0,0.0,0,9,2,0,0,0,4.4,61.5,2018
278,Lawrence Guy,NE,DT,16,25,34,2.5,1.0,9.0,11,0,0,1,0,0,3.8,61.4,2018
279,Julius Peppers,CAR,DE,16,14,8,7.5,5.0,17.0,12,6,0,1,1,0,3.8,61.2,2018
280,AJ Bouye,JAX,CB,13,46,8,0.0,0.0,0.0,0,8,1,0,0,0,4.7,61.0,2018
280,Marlon Humphrey,BAL,CB,14,31,6,3.0,0.0,0.0,0,15,2,1,0,0,4.4,61.0,2018
280,Josh Jackson,GB,CB,16,39,10,1.0,0.0,0.0,0,10,0,0,0,0,3.8,61.0,2018
283,LJ Fort,PIT,ILB,15,38,10,3.0,1.0,7.0,3,0,0,0,1,1,4.0,60.7,2018
284,Barkevious Mingo,SEA,OLB,16,37,11,3.0,1.0,10.0,2,1,0,2,1,0,3.8,60.5,2018
284,Gareon Conley,OAK,CB,15,24,13,0.0,0.0,0.0,0,15,3,0,0,1,4.0,60.5,2018
286,Bruce Irvin,ATL,DE,16,16,3,8.5,6.5,61.0,12,0,0,1,0,0,3.8,60.1,2018
287,Brandon Carr,BAL,CB,16,39,6,0.0,0.0,0.0,1,11,2,0,0,0,3.8,60.0,2018
287,Orlando Scandrick,KC,CB,15,38,6,0.0,0.0,0.0,0,13,1,1,0,0,4.0,60.0,2018
289,Malik Jackson,JAX,DT,16,25,7,8.5,3.5,24.0,12,1,0,0,0,0,3.7,59.4,2018
290,Robert Nkemdiche,ARI,DT,10,22,10,9.0,4.5,20.0,8,1,0,1,0,0,5.9,59.0,2018
290,Michael Davis,LAC,CB,16,40,10,0.0,0.0,0.0,0,8,0,2,0,0,3.7,59.0,2018
292,David Onyemata,NO,DT,16,23,12,6.0,4.5,37.5,7,1,0,1,0,0,3.7,58.75,2018
293,Nevin Lawson,DET,CB,15,43,10,2.0,1.0,6.0,1,5,0,0,0,0,3.9,58.6,2018
294,Erik Harris,OAK,FS,16,36,13,2.0,0.0,0.0,1,7,2,0,0,0,3.7,58.5,2018
294,Briean Boddy-Calhoun,CLE,SS,16,45,11,0.0,0.0,0.0,3,2,0,1,0,0,3.7,58.5,2018
296,Tedric Thompson,SEA,FS,14,41,16,0.0,0.0,0.0,0,3,1,1,0,0,4.1,58.0,2018
297,Bilal Nichols,CHI,DE,14,20,8,8.0,3.0,29.5,8,0,0,2,1,0,4.1,57.95,2018
298,Kareem Martin,NYG,OLB,16,22,26,6.5,1.5,13.0,10,2,0,0,0,0,3.6,57.8,2018
299,Vic Beasley,ATL,DE,16,16,4,6.0,5.0,36.0,8,3,0,0,1,1,3.6,57.6,2018
300,Kwon Alexander,TB,ILB,6,34,11,6.0,1.0,0.0,2,2,0,2,0,0,9.6,57.5,2018
