Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
281,Jacob Lacey,IND,CB,12,48,13,3,0,0,0,2,1,0,0,0,5.2,62.5
282,Javier Arenas,KC,CB,16,33,6,3,3,29,5,8,0,1,0,0,3.9,62.4
283,David Bowens,CLE,LB,15,26,14,1,0.5,2,3,6,2,0,0,2,4.1,62.2
284,EJ Biggers,TB,CB,16,44,6,1,0,0,0,11,1,0,0,0,3.9,62
285,Shaun Ellis,NYJ,DE,15,26,10,6,4.5,29,9,1,0,1,0,0,4.1,61.9
286,Anthony Adams,CHI,DT,16,33,4,9,2,17,5,1,0,2,0,0,3.9,61.7
286,Terrance Knighton,JAX,DT,16,25,8,6,4,27,9,4,1,0,0,0,3.9,61.7
288,Cody Grimm,TB,SS,11,38,13,0,0,0,0,2,2,1,0,1,5.6,61.5
289,Juqua Parker,PHI,DE,13,19,3,8,6,49,8,2,0,1,1,0,4.7,61.4
289,Frank Zombo,GB,OLB,13,28,10,5,4,34,6,0,0,2,0,0,4.7,61.4
291,Justin Durant,JAX,ILB,10,47,8,5,0,0,0,2,0,0,1,0,6.1,61
291,Aaron Francisco,IND,DB,12,42,14,3,0,0,0,3,2,0,0,0,5.1,61
291,Danny Clark,NO,LB,14,45,12,4,0,0,2,1,0,1,0,0,4.4,61
294,Travis LaBoy,SF,LB,14,21,7,6,5,31,9,2,0,1,1,0,4.3,60.6
295,Mike DeVito,NYJ,DE,16,34,25,4,0,0,3,1,0,2,0,0,3.8,60.5
295,Jeremy Mincey,JAX,DE,15,25,6,9,5,35,7,3,0,0,0,0,4,60.5
297,Jordan Babineaux,SEA,SS,16,27,8,3,1.5,13,3,8,2,1,0,0,3.8,60.3
298,Robert Ayers Jr,DEN,DE,11,32,7,6,1.5,7,11,1,0,1,0,0,5.5,60.2
299,Andre Carter,WAS,DE,16,25,19,3,2.5,16,9,1,0,1,1,0,3.8,60.1
300,Ben Leber,MIN,LB,16,35,10,3,0,0,1,4,1,2,1,0,3.8,60
